track_id,track_name,artist_name,artist_count,in_spotify_playlists,in_spotify_charts,streams,data_lancamento,total_playlists,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,bpm,key,mode,danceability,valence,energy,acousticness,instrumentalness,liveness,speechiness,quartil_streams,classificacao_streams,quartil_bpm,classificacao_bpm,quartil_danceability,classificacao_danceability,quartil_valence,classificacao_valence,quartil_energy,classificacao_energy,quartil_acousticness,classificacao_acousticness,quartil_instrumentalness,classificacao_instrumentalness,quartil_liveness,classificacao_liveness,quartil_speechiness,quartil_total_playlists,classificacao_speechiness,classificacao_total_playlists
2098417,Seu Brilho Sumiu - Ao Vivo,"Israel & Rodolffo, Mari Fernandez",2,967,5,138517666,2023-03-01,1025,7,29,51,1,154,F#,Major,63,75,92,31,0,91,5,1,baixo,4,alto,2,medio,4,alto,4,alto,3,medio,4,alto,4,alto,2,2,medio,medio
6644972,Layla,"Schrze, DJ R",2,832,3,130419412,2022-03-24,874,18,124,24,1,140,F,Minor,44,41,92,0,0,44,7,1,baixo,3,medio,1,baixo,2,medio,4,alto,1,baixo,3,medio,4,alto,3,1,medio,baixo
7387090,Merry Christmas,"Ed Sheeran, Elton John",2,2209,0,135723538,2017-11-10,2422,72,90,141,0,114,Ausente,Major,59,60,94,24,0,10,4,1,baixo,2,medio,2,medio,3,medio,4,alto,3,medio,3,medio,2,medio,2,3,medio,medio
1297061,Every Angel is Terrifying,The Weeknd,1,715,0,37307967,2022-01-07,717,0,1,2,0,118,Ausente,Major,44,52,94,11,0,4,29,1,baixo,2,medio,1,baixo,3,medio,4,alto,2,medio,3,medio,1,baixo,4,1,alto,baixo
1849027,T,"dennis, MC Kevin o Chris",2,731,15,111947664,2023-05-04,831,27,17,73,4,130,B,Major,86,59,96,50,1,9,5,1,baixo,3,medio,4,alto,3,medio,4,alto,4,alto,4,alto,1,baixo,2,1,medio,baixo
2775772,Heart To Heart,Mac DeMarco,1,1640,0,244658767,2019-05-10,1696,27,27,29,1,150,G#,Minor,90,64,14,67,35,11,10,2,medio,4,alto,4,alto,3,medio,1,baixo,4,alto,4,alto,2,medio,3,2,medio,medio
1386595,Sweet Nothing,Taylor Swift,1,1747,0,186104310,2022-10-21,1769,9,6,13,0,177,Ausente,Major,34,39,16,97,0,12,5,2,medio,4,alto,1,baixo,2,medio,1,baixo,4,alto,1,baixo,2,medio,2,2,medio,medio
7270435,Vigilante Shit,Taylor Swift,1,1948,0,253650850,2022-10-21,1976,12,9,16,0,80,E,Minor,80,16,28,17,0,12,39,2,medio,1,baixo,4,alto,1,baixo,1,baixo,2,medio,1,baixo,2,medio,4,2,alto,medio
8689972,Blind,SZA,1,1484,0,163284000,2022-12-09,1518,22,51,12,0,114,A,Minor,46,60,28,91,0,21,4,2,medio,2,medio,1,baixo,3,medio,1,baixo,4,alto,1,baixo,3,medio,1,2,baixo,medio
3923468,Nobody Gets Me,SZA,1,2536,6,284908316,2022-12-09,2653,59,100,58,13,100,G,Major,36,28,28,81,0,18,3,2,medio,2,medio,1,baixo,1,baixo,1,baixo,4,alto,1,baixo,3,medio,1,3,baixo,medio
4923214,It'll Be Okay,Shawn Mendes,1,1950,0,287201015,2021-12-01,2110,56,8,104,0,78,G,Major,40,7,29,62,0,9,3,2,medio,1,baixo,1,baixo,1,baixo,1,baixo,4,alto,1,baixo,1,baixo,1,2,baixo,medio
4758406,Static,Steve Lacy,1,1613,0,202452860,2022-07-15,1647,21,15,13,0,79,C#,Major,34,22,31,43,63,10,7,2,medio,1,baixo,1,baixo,1,baixo,1,baixo,3,medio,4,alto,1,baixo,3,2,medio,medio
6372213,Labyrinth,Taylor Swift,1,1597,0,187339835,2022-10-21,1618,6,3,15,0,110,Ausente,Major,48,15,31,80,22,12,4,2,medio,2,medio,1,baixo,1,baixo,1,baixo,4,alto,4,alto,2,medio,1,2,baixo,medio
1130135,The Joker And The Queen (feat. Taylor Swift),"Ed Sheeran, Taylor Swift",2,1430,0,146789379,2022-02-11,1510,46,1,34,0,134,Ausente,Major,53,31,31,92,0,28,3,2,medio,3,medio,1,baixo,1,baixo,1,baixo,4,alto,1,baixo,4,alto,1,2,baixo,medio
7477767,Evergreen (You Didnt Deserve Me A,Omar Apollo,1,2499,0,227918678,2022-04-08,2618,70,0,49,0,82,A,Major,70,31,34,60,1,11,4,2,medio,1,baixo,3,medio,1,baixo,1,baixo,4,alto,4,alto,2,medio,2,3,medio,medio
3092002,Jingle Bells - Remastered 1999,Frank Sinatra,1,4326,0,178660459,1957-01-01,4423,32,3,65,0,175,G#,Major,51,94,34,73,0,10,5,2,medio,4,alto,1,baixo,4,alto,1,baixo,4,alto,1,baixo,2,medio,2,3,medio,medio
6590514,Mastermind,Taylor Swift,1,1936,0,218320587,2022-10-21,1956,7,5,13,0,126,E,Major,66,12,35,55,0,9,14,2,medio,3,medio,2,medio,1,baixo,1,baixo,4,alto,1,baixo,1,baixo,4,2,alto,medio
7423770,Dos Oruguitas,Sebastian Yatra,1,925,0,167076418,2021-11-19,1023,24,47,74,0,94,Ausente,Major,42,47,36,76,0,9,5,2,medio,1,baixo,1,baixo,2,medio,1,baixo,4,alto,1,baixo,1,baixo,2,2,medio,medio
3035987,On BS,"Drake, 21 Savage",2,1338,0,170413877,2022-11-04,1354,9,20,7,0,158,A,Major,84,33,36,2,0,39,59,2,medio,4,alto,4,alto,2,medio,1,baixo,1,baixo,1,baixo,4,alto,4,2,alto,medio
5400474,San Lucas,Kevin Kaarl,1,407,1,244891912,2019-11-07,417,5,0,5,0,92,G,Major,58,27,36,86,0,9,3,2,medio,1,baixo,2,medio,1,baixo,1,baixo,4,alto,1,baixo,1,baixo,1,1,baixo,baixo
5701355,Starlight,Dave,1,1856,3,229473310,2022-03-03,1916,29,40,31,1,124,G,Major,95,36,37,35,0,10,28,2,medio,3,medio,4,alto,2,medio,1,baixo,3,medio,1,baixo,2,medio,4,2,alto,medio
1740150,Kahani Suno 2.0,Kaifi Khalil,1,162,6,156777415,2022-05-31,164,1,10,1,0,140,B,Major,58,26,38,91,0,10,4,2,medio,3,medio,2,medio,1,baixo,1,baixo,4,alto,1,baixo,2,medio,1,1,baixo,baixo
4837745,FLOWER,JISOO,1,839,18,232896922,2023-03-31,879,20,110,20,0,124,A,Minor,84,64,39,3,0,11,4,2,medio,3,medio,4,alto,3,medio,1,baixo,1,baixo,1,baixo,2,medio,2,1,medio,baixo
2645476,Tak Ingin Usai,Keisya Levronka,1,220,4,184807630,2022-05-13,236,16,5,0,0,130,Ausente,Major,49,14,40,82,0,11,3,2,medio,3,medio,1,baixo,1,baixo,1,baixo,4,alto,1,baixo,2,medio,1,1,baixo,baixo
5911914,Love Again,The Kid Laroi,1,1283,0,147538971,2023-01-27,1388,57,4,48,0,107,B,Minor,66,47,40,72,0,11,3,2,medio,2,medio,2,medio,2,medio,1,baixo,4,alto,1,baixo,2,medio,1,2,baixo,medio
1593131,Beautiful Girl,Luciano,1,710,4,160035717,2022-04-22,744,16,11,18,0,140,B,Minor,84,61,42,31,0,9,9,2,medio,3,medio,4,alto,3,medio,1,baixo,3,medio,1,baixo,1,baixo,3,1,medio,baixo
5930788,Peru,"Ed Sheeran, Fireboy DML",2,2999,0,261286503,2021-12-23,3213,60,17,154,0,108,G,Minor,96,71,42,57,0,8,9,2,medio,2,medio,4,alto,4,alto,1,baixo,4,alto,1,baixo,1,baixo,3,3,medio,medio
8272175,With you,"HA SUNG WOON, Jimin",2,343,2,240580042,2022-04-24,358,4,35,11,1,150,D#,Major,53,14,43,64,0,13,3,2,medio,4,alto,1,baixo,1,baixo,1,baixo,4,alto,1,baixo,3,medio,1,1,baixo,baixo
1824533,Sial,Mahalini,1,134,4,166570053,2023-01-23,138,4,6,0,0,120,D,Major,56,20,43,89,0,12,4,2,medio,2,medio,1,baixo,1,baixo,1,baixo,4,alto,1,baixo,2,medio,1,1,baixo,baixo
1493023,Rich Spirit,Kendrick Lamar,1,3486,0,173702135,2022-05-13,3539,20,10,33,0,96,A#,Minor,85,41,43,39,0,12,21,2,medio,1,baixo,4,alto,2,medio,1,baixo,3,medio,1,baixo,2,medio,4,3,alto,medio
2748330,Tom's Diner,"AnnenMayKantereit, Giant Rooks",2,2605,0,236872197,2019-06-28,2670,15,48,50,0,98,F#,Minor,68,33,43,38,0,36,14,2,medio,1,baixo,2,medio,2,medio,1,baixo,3,medio,1,baixo,4,alto,4,3,alto,medio
2754241,Search & Rescue,Drake,1,2066,6,175097833,2023-04-07,2167,58,70,43,0,142,A#,Minor,82,54,44,6,0,33,7,2,medio,4,alto,4,alto,3,medio,1,baixo,2,medio,1,baixo,4,alto,3,2,medio,medio
7700274,Hati-Hati di Jalan,Tulus,1,200,2,202677468,2022-03-03,212,12,4,0,0,72,F#,Major,64,76,44,70,9,12,4,2,medio,1,baixo,2,medio,4,alto,1,baixo,4,alto,4,alto,2,medio,1,1,baixo,baixo
7083603,All My Life (feat. J. Cole),"J. Cole, Lil Durk",2,2175,23,144565150,2023-05-12,2313,69,145,69,2,143,D#,Major,83,69,44,15,0,10,33,2,medio,4,alto,4,alto,3,medio,1,baixo,2,medio,1,baixo,2,medio,4,3,alto,medio
3933523,Flowers,Lauren Spencer Smith,1,801,0,184826429,2021-08-09,867,42,9,24,1,138,D#,Major,70,31,44,84,0,9,39,2,medio,3,medio,3,medio,1,baixo,1,baixo,4,alto,1,baixo,1,baixo,4,1,alto,baixo
8941056,Entre Nosotros (Remix) [con Nicki Nicole],"Lit Killah, Maria Becerra, Tiago pzk, NICKI NICOLE",4,759,3,236940480,2022-01-05,803,32,0,12,0,170,F,Minor,70,61,44,40,0,37,4,2,medio,4,alto,3,medio,3,medio,1,baixo,3,medio,1,baixo,4,alto,2,1,medio,baixo
6116514,That's Hilarious,Charlie Puth,1,686,2,146363130,2022-04-08,709,11,6,12,0,108,F#,Major,71,55,44,74,0,11,6,2,medio,2,medio,3,medio,3,medio,1,baixo,4,alto,1,baixo,2,medio,3,1,medio,baixo
3381390,Tak Segampang Itu,Anggi Marito,1,213,6,179659294,2022-12-02,220,7,6,0,0,130,F,Major,51,18,44,76,0,11,3,2,medio,3,medio,1,baixo,1,baixo,1,baixo,4,alto,1,baixo,2,medio,1,1,baixo,baixo
3872585,Pope Is a Rockstar,SALES,1,1966,0,156658366,2016-04-20,2020,4,2,50,0,90,E,Minor,73,31,45,85,24,11,3,2,medio,1,baixo,3,medio,1,baixo,1,baixo,4,alto,4,alto,2,medio,1,2,baixo,medio
6577689,sentaDONA (Remix) s2,"Lusa Sonza, MC Frog, Dj Gabriel do Borel, Davi K",4,870,0,176290831,2022-03-17,951,32,0,49,0,135,D#,Minor,93,77,45,25,0,13,27,2,medio,3,medio,4,alto,4,alto,1,baixo,3,medio,1,baixo,3,medio,4,2,alto,medio
5615912,La Bebe,Yng Lvcas,1,489,17,191945597,2021-12-24,498,4,11,5,1,170,D,Minor,78,75,46,62,0,12,35,2,medio,4,alto,3,medio,4,alto,1,baixo,4,alto,1,baixo,2,medio,4,1,alto,baixo
6485441,STAYING ALIVE (feat. Drake & Lil Baby),"Drake, DJ Khaled, Lil Baby",3,2107,0,170732845,2022-08-05,2208,51,1,50,0,130,E,Minor,72,18,46,7,0,28,8,2,medio,3,medio,3,medio,1,baixo,1,baixo,2,medio,1,baixo,4,alto,3,2,medio,medio
1050544,Forever,Labrinth,1,3618,0,282883169,2019-10-04,3777,21,86,138,0,80,E,Minor,56,19,46,92,72,11,3,2,medio,1,baixo,1,baixo,1,baixo,1,baixo,4,alto,4,alto,2,medio,1,3,baixo,medio
4117642,All Of The Girls You Loved Before,Taylor Swift,1,1282,6,185240616,2019-08-23,1327,26,6,19,0,96,D,Major,72,40,47,71,0,13,4,2,medio,1,baixo,3,medio,2,medio,1,baixo,4,alto,1,baixo,3,medio,2,2,medio,medio
4823840,Shorty Party,"Cartel De Santa, La Kelly",2,432,12,162887075,2023-03-04,452,8,14,12,2,96,D,Major,93,47,47,33,0,10,36,2,medio,1,baixo,4,alto,2,medio,1,baixo,3,medio,1,baixo,2,medio,4,1,alto,baixo
7662363,Shut up My Moms Calling - (Sped Up),Hotel Ugly,1,713,7,181831132,2022-09-14,721,2,4,6,0,85,F,Minor,65,36,47,31,0,12,10,2,medio,1,baixo,2,medio,2,medio,1,baixo,3,medio,1,baixo,2,medio,3,1,medio,baixo
5311211,I AM WOMAN,Emmy Meli,1,2795,0,225259194,2021-11-18,2947,45,0,107,0,170,A#,Major,65,46,47,12,0,13,16,2,medio,4,alto,2,medio,2,medio,1,baixo,2,medio,1,baixo,3,medio,4,3,alto,medio
1397395,MIENTRAS ME CURO DEL CORA,Karol G,1,1020,35,206399629,2023-02-24,1065,15,26,30,6,80,Ausente,Major,52,57,48,86,0,15,39,2,medio,1,baixo,1,baixo,3,medio,1,baixo,4,alto,1,baixo,3,medio,4,2,alto,medio
2079115,Keep Driving,Harry Styles,1,2094,1,236060709,2022-05-20,2120,8,1,18,0,165,A,Major,72,90,48,32,0,18,23,2,medio,4,alto,3,medio,4,alto,1,baixo,3,medio,1,baixo,3,medio,4,2,alto,medio
6744187,En Paris,"El Chachito, Junior H",2,406,5,198275403,2022-12-24,411,3,31,2,1,139,D#,Minor,70,77,48,37,0,12,5,2,medio,3,medio,3,medio,4,alto,1,baixo,3,medio,1,baixo,2,medio,2,1,medio,baixo
6670857,Sticky,Drake,1,2814,0,191448892,2022-06-17,2877,38,105,25,0,137,A#,Minor,88,8,49,9,0,9,14,2,medio,3,medio,4,alto,1,baixo,1,baixo,2,medio,1,baixo,1,baixo,4,3,alto,medio
5899602,Question...?,Taylor Swift,1,1608,0,223064273,2022-10-21,1630,10,3,12,0,109,G,Major,75,11,50,20,0,30,17,2,medio,2,medio,3,medio,1,baixo,1,baixo,3,medio,1,baixo,4,alto,4,2,alto,medio
3284752,BILLIE EILISH.,Armani White,1,2537,0,277132266,2022-01-20,2653,49,1,67,11,100,C#,Major,90,75,50,11,0,9,26,2,medio,2,medio,4,alto,4,alto,1,baixo,2,medio,1,baixo,1,baixo,4,3,alto,medio
8457557,Un Verano Sin Ti,Bad Bunny,1,1004,1,283332261,2022-05-06,1021,8,12,9,0,188,F,Minor,50,41,50,69,0,12,6,2,medio,4,alto,1,baixo,2,medio,1,baixo,4,alto,1,baixo,2,medio,2,2,medio,medio
6403499,THE SHADE,Rex Orange County,1,1189,6,244928911,2022-03-11,1222,17,10,16,0,120,F,Major,90,73,51,39,0,9,6,2,medio,2,medio,4,alto,4,alto,1,baixo,3,medio,1,baixo,1,baixo,3,2,medio,medio
1207987,Un Finde | CROSSOVER #2,"Big One, FMK, Ke personajes",3,561,14,142095275,2023-04-04,577,4,14,12,5,192,B,Major,50,85,52,11,0,28,6,2,medio,4,alto,1,baixo,4,alto,1,baixo,2,medio,1,baixo,4,alto,2,1,medio,baixo
6055373,Evoque Prata,"DJ Escobar, MC MENOR SG, MC MENOR HR",3,852,0,174006928,2022-09-09,916,14,1,50,0,87,G,Major,87,52,52,31,0,28,24,2,medio,1,baixo,4,alto,3,medio,1,baixo,3,medio,1,baixo,4,alto,4,2,alto,medio
3301347,Die For You,Joji,1,1703,0,246390068,2022-11-04,1777,38,45,36,16,148,G#,Major,47,15,52,38,13,29,5,2,medio,4,alto,1,baixo,1,baixo,1,baixo,3,medio,4,alto,4,alto,2,2,medio,medio
5418507,212,"Mainstreet, Chefin",2,352,0,143139338,2022-01-15,401,10,0,39,0,154,D,Minor,79,86,52,66,0,9,7,2,medio,4,alto,4,alto,4,alto,1,baixo,4,alto,1,baixo,1,baixo,3,1,medio,baixo
3923724,Numb Little Bug,Em Beihold,1,2026,0,258714692,2022-01-28,2115,47,3,42,12,85,G#,Minor,74,61,52,30,0,26,9,2,medio,1,baixo,3,medio,3,medio,1,baixo,3,medio,1,baixo,4,alto,3,2,medio,medio
7298940,Hrs and Hrs,Muni Long,1,1800,0,181328253,2021-11-19,1889,43,36,46,13,140,G#,Minor,51,66,53,60,0,11,18,2,medio,3,medio,1,baixo,3,medio,1,baixo,4,alto,1,baixo,2,medio,4,2,alto,medio
2121928,Trance (with Travis Scott & Young Thug),"Travis Scott, Young Thug, Metro Boomin",3,1682,46,276259178,2022-12-02,1736,24,90,30,1,119,C#,Minor,75,48,53,18,0,18,34,2,medio,2,medio,3,medio,2,medio,1,baixo,3,medio,1,baixo,3,medio,4,2,alto,medio
1956320,Eyes Closed,Ed Sheeran,1,2915,30,195576623,2023-03-23,3138,116,69,107,3,107,D,Major,78,39,53,30,0,11,6,2,medio,2,medio,3,medio,2,medio,1,baixo,3,medio,1,baixo,2,medio,3,3,medio,medio
6193307,Love Of My Life,Harry Styles,1,1933,0,233671263,2022-05-20,1977,13,2,31,0,118,G,Major,56,20,54,67,0,6,5,2,medio,2,medio,1,baixo,1,baixo,2,medio,4,alto,2,medio,1,baixo,2,2,medio,medio
2307433,Little Freak,Harry Styles,1,2302,0,273194684,2022-05-20,2361,20,3,39,0,142,D#,Major,56,40,54,72,0,10,4,2,medio,4,alto,1,baixo,2,medio,2,medio,4,alto,2,medio,2,medio,1,3,baixo,medio
2578085,Low,SZA,1,1911,0,272377463,2022-12-09,1948,23,71,14,0,145,Ausente,Minor,70,34,55,43,0,16,6,2,medio,4,alto,3,medio,2,medio,2,medio,4,alto,2,medio,3,medio,3,2,medio,medio
5191929,In My Head,Lil Tjay,1,1185,0,190981339,2022-04-01,1237,21,0,31,0,143,C#,Major,68,41,55,16,0,10,12,2,medio,4,alto,2,medio,2,medio,2,medio,2,medio,2,medio,2,medio,4,2,alto,medio
2392756,When I R.I.P.,Labrinth,1,2578,0,203680270,2019-10-04,2652,8,67,66,0,80,G#,Minor,39,45,55,73,0,9,21,2,medio,1,baixo,1,baixo,2,medio,2,medio,4,alto,1,baixo,1,baixo,4,3,alto,medio
5974857,Major Distribution,"Drake, 21 Savage",2,1545,0,154863153,2022-11-04,1582,22,7,15,0,131,G#,Minor,91,23,55,1,0,7,32,2,medio,3,medio,4,alto,1,baixo,2,medio,1,baixo,2,medio,1,baixo,4,2,alto,medio
4812397,Car's Outside,James Arthur,1,794,10,265882712,2019-10-18,893,38,25,61,0,150,A,Major,34,24,56,4,0,11,3,2,medio,4,alto,1,baixo,1,baixo,2,medio,1,baixo,1,baixo,2,medio,1,1,baixo,baixo
4824782,Good Looking,Suki Waterhouse,1,2264,0,184706613,2017-10-20,2300,11,6,25,0,150,E,Major,37,27,56,8,0,13,3,2,medio,4,alto,1,baixo,1,baixo,2,medio,2,medio,1,baixo,3,medio,1,2,baixo,medio
6044216,Qu Ago,"Yuridia, Angela Aguilar",2,660,15,236857112,2022-10-20,697,19,59,18,5,98,B,Major,73,88,57,56,0,5,2,2,medio,1,baixo,3,medio,4,alto,2,medio,4,alto,2,medio,1,baixo,1,1,baixo,baixo
8569518,DANA,"Mc Pedrinho, Pedro Sampaio",2,911,2,208166039,2022-02-01,1055,45,0,99,1,135,A,Minor,78,55,57,4,0,10,8,2,medio,3,medio,3,medio,3,medio,2,medio,1,baixo,2,medio,2,medio,3,2,medio,medio
2939499,Ferxxo 100,Feid,1,1647,30,278920007,2022-06-03,1690,20,49,23,2,164,G#,Minor,70,58,57,25,0,15,7,2,medio,4,alto,3,medio,3,medio,2,medio,3,medio,2,medio,3,medio,3,2,medio,medio
3070266,Ai Preto,"L7nnon, DJ Biel do Furduncinho, Bianca",3,894,4,176103902,2022-06-03,976,28,0,54,0,130,F#,Major,95,83,57,54,0,10,25,2,medio,3,medio,4,alto,4,alto,2,medio,4,alto,2,medio,2,medio,4,2,alto,medio
3154799,Mony so,YEAT,1,1473,0,263779030,2021-09-10,1487,2,0,12,0,138,D,Major,69,35,57,12,0,10,9,2,medio,3,medio,2,medio,2,medio,2,medio,2,medio,2,medio,2,medio,3,2,medio,medio
1771212,Die Young (feat. 347aidan),"Sleepy hallow, 347aidan",2,896,0,160845341,2022-05-25,930,19,0,15,0,77,B,Major,81,68,58,83,0,11,34,2,medio,1,baixo,4,alto,3,medio,2,medio,4,alto,2,medio,2,medio,4,2,alto,medio
5031502,Sprinter,"Dave, Central Cee",2,2186,91,183706234,2023-06-01,2341,67,213,88,17,141,C#,Major,92,66,58,19,0,8,24,2,medio,4,alto,4,alto,3,medio,2,medio,3,medio,2,medio,1,baixo,4,3,alto,medio
4923571,Surface Pressure,Jessica Darrow,1,1756,0,267758538,2021-11-19,1814,38,48,20,0,180,D,Major,65,37,58,2,0,4,31,2,medio,4,alto,2,medio,2,medio,2,medio,1,baixo,2,medio,1,baixo,4,2,alto,medio
3371670,Nail Tech,Jack Harlow,1,2939,0,193443895,2022-02-18,3005,42,0,24,0,150,E,Minor,65,11,58,0,0,12,9,2,medio,4,alto,2,medio,1,baixo,2,medio,1,baixo,2,medio,2,medio,3,3,medio,medio
1743307,Cupido,Tini,1,1240,24,217672943,2023-02-14,1354,51,29,63,4,120,A,Major,91,63,58,52,0,31,22,2,medio,2,medio,4,alto,3,medio,2,medio,4,alto,2,medio,4,alto,4,2,alto,medio
7807270,Miss You,Southstar,1,2020,0,154356956,1982-05-16,2216,77,10,119,0,145,A,Major,66,24,58,17,0,19,5,2,medio,4,alto,2,medio,1,baixo,2,medio,2,medio,2,medio,3,medio,2,2,medio,medio
6604479,Si Te La Encuentras Por Ah,Feid,1,1379,4,179061440,2022-08-05,1420,23,10,18,0,172,G#,Minor,74,46,58,15,0,13,8,2,medio,4,alto,3,medio,2,medio,2,medio,2,medio,2,medio,3,medio,3,2,medio,medio
4940529,Agosto,Bad Bunny,1,897,0,246127838,2022-05-06,911,6,20,8,0,115,C#,Minor,85,72,58,9,0,49,12,2,medio,2,medio,4,alto,4,alto,2,medio,2,medio,2,medio,4,alto,4,1,alto,baixo
7230461,Di Que Si,"Grupo Marca Registrada, Grupo Frontera",2,356,10,147290338,2023-02-03,364,4,64,4,2,182,A,Major,57,80,59,8,0,6,5,2,medio,4,alto,1,baixo,4,alto,2,medio,2,medio,2,medio,1,baixo,2,1,medio,baixo
6364406,El Rescate,"Grupo Marca Registrada, Junior H",2,527,4,287278853,2022-07-22,540,10,43,3,1,99,G,Minor,79,64,59,28,0,11,14,2,medio,1,baixo,4,alto,3,medio,2,medio,3,medio,2,medio,2,medio,4,1,alto,baixo
7122267,Open Arms (feat. Travis Scott),"SZA, Travis Scott",2,1420,4,155653938,2022-12-08,1450,13,87,17,0,78,A,Major,67,22,59,76,1,15,16,2,medio,1,baixo,2,medio,1,baixo,2,medio,4,alto,4,alto,3,medio,4,2,alto,medio
8499304,Fast Car,Luke Combs,1,1446,12,157058870,2023-03-24,1538,57,97,35,0,98,G#,Major,71,67,60,19,0,12,3,2,medio,1,baixo,3,medio,3,medio,2,medio,3,medio,2,medio,2,medio,1,2,baixo,medio
6829928,Pasoori,"Shae Gill, Ali Sethi",2,349,6,284249832,2022-02-06,362,10,22,3,0,92,B,Minor,71,67,60,7,0,6,4,2,medio,1,baixo,3,medio,3,medio,2,medio,2,medio,2,medio,1,baixo,2,1,medio,baixo
6794169,Ch y la Pizza,"Fuerza Regida, Natanael Cano",2,536,10,288101651,2022-12-01,554,10,72,8,3,149,G#,Major,66,85,60,40,0,14,13,2,medio,4,alto,2,medio,4,alto,2,medio,3,medio,2,medio,3,medio,4,1,alto,baixo
1769305,Casei Com a Putaria,"MC Ryan SP, Love Funk, Mc Paiva ZS",3,648,4,187701588,2022-07-01,678,0,0,30,0,161,A#,Minor,59,62,60,12,0,5,44,2,medio,4,alto,2,medio,3,medio,2,medio,2,medio,2,medio,1,baixo,4,1,alto,baixo
6321372,THE LONELIEST,Mne,1,1585,5,225093344,2022-10-07,1991,78,65,328,1,130,D,Major,52,24,60,0,0,8,3,2,medio,3,medio,1,baixo,1,baixo,2,medio,1,baixo,2,medio,1,baixo,1,2,baixo,medio
3506706,Circo Loco,"Drake, 21 Savage",2,1794,0,141720999,2022-11-04,1837,26,9,17,0,104,C#,Major,73,25,61,1,0,32,7,2,medio,2,medio,3,medio,1,baixo,2,medio,1,baixo,2,medio,4,alto,3,2,medio,medio
2503884,Malvad,"Xam, Gustah, Neo B",3,648,1,240684449,2021-11-30,743,14,3,81,0,133,F#,Minor,82,52,61,38,0,14,27,2,medio,3,medio,4,alto,3,medio,2,medio,3,medio,2,medio,3,medio,4,1,alto,baixo
8297242,Slut Me Out,NLE Choppa,1,816,4,190490915,2022-04-22,850,21,4,13,0,121,F#,Minor,94,71,61,12,0,53,42,2,medio,3,medio,4,alto,4,alto,2,medio,2,medio,2,medio,4,alto,4,1,alto,baixo
1221828,WORTH NOTHING,"Twisted, Oliver Tree",2,1612,0,213438580,2022-09-28,1680,34,54,34,0,140,D,Minor,58,17,62,18,0,20,8,2,medio,3,medio,2,medio,1,baixo,2,medio,3,medio,2,medio,3,medio,3,2,medio,medio
6640464,Limbo,Freddie Dredd,1,688,0,199386237,2022-08-11,719,14,1,17,0,75,B,Minor,80,46,62,3,6,11,46,2,medio,1,baixo,4,alto,2,medio,2,medio,1,baixo,4,alto,2,medio,4,1,alto,baixo
5686736,GIVENCHY,Duki,1,625,4,185236961,2022-07-20,650,13,18,12,0,103,G#,Major,61,38,62,14,0,23,40,2,medio,2,medio,2,medio,2,medio,2,medio,2,medio,2,medio,3,medio,4,1,alto,baixo
2003358,Mujeriego,Ryan Castro,1,1492,0,231996128,2021-12-17,1627,44,63,91,0,80,A,Major,76,92,62,6,0,8,13,2,medio,1,baixo,3,medio,4,alto,2,medio,2,medio,2,medio,1,baixo,4,2,alto,medio
8654169,FEARLESS,LE SSERAFIM,1,629,0,229497852,2022-05-02,656,18,75,9,0,104,G,Major,86,43,62,5,0,13,14,2,medio,2,medio,4,alto,2,medio,2,medio,1,baixo,2,medio,3,medio,4,1,alto,baixo
5095829,Typa Girl,BLACKPINK,1,452,10,235549288,2022-09-16,467,2,129,13,0,132,G,Major,92,53,62,7,0,63,10,2,medio,3,medio,4,alto,3,medio,2,medio,2,medio,2,medio,4,alto,3,1,medio,baixo
4809507,En El Radio Un Cochinero,Victor Cibrian,1,514,0,164856284,2022-05-13,520,5,36,1,0,154,F#,Minor,70,97,62,47,0,10,4,2,medio,4,alto,3,medio,4,alto,2,medio,4,alto,2,medio,2,medio,2,1,medio,baixo
7717973,Cigarettes,Juice WRLD,1,975,0,185408548,2021-12-10,996,11,0,10,0,160,D,Major,60,47,62,3,0,38,4,2,medio,4,alto,2,medio,2,medio,2,medio,1,baixo,2,medio,4,alto,1,2,baixo,medio
2395685,WANDA,Quevedo,1,888,22,175399345,2023-01-20,906,11,24,7,1,176,E,Minor,72,96,63,25,0,21,7,2,medio,4,alto,3,medio,4,alto,2,medio,3,medio,2,medio,3,medio,3,1,medio,baixo
5334385,Salimo de Noche,"Trueno, Tiago pzk",2,1057,0,261414174,2021-10-21,1095,17,5,21,0,84,D,Major,67,78,63,29,0,12,5,2,medio,1,baixo,2,medio,4,alto,2,medio,3,medio,2,medio,2,medio,2,2,medio,medio
2598352,Pussy & Millions (feat. Travis Scott),"Drake, Travis Scott, 21 Savage",3,1930,0,191333656,2022-11-04,1971,24,8,17,0,122,E,Minor,75,45,63,6,0,35,12,2,medio,3,medio,3,medio,2,medio,2,medio,2,medio,2,medio,4,alto,4,2,alto,medio
8238387,Hold My Hand,Lady Gaga,1,2528,0,238350348,2022-05-03,2861,63,8,270,2,148,G,Major,51,21,63,5,0,41,3,2,medio,4,alto,1,baixo,1,baixo,2,medio,1,baixo,2,medio,4,alto,1,3,baixo,medio
3559931,The Family Madrigal,"Olga Merediz, Stephanie Beatriz, Encanto - Cast",3,1150,0,184937148,2021-11-19,1182,20,38,12,0,141,C#,Major,59,56,63,12,0,6,36,2,medio,4,alto,2,medio,3,medio,2,medio,2,medio,2,medio,1,baixo,4,2,alto,medio
